Text,Sentiment,Positive
"Es mas, hace un mes Cencosud me dio una tarjeta que No he usado",positivo,1
El lunes lo pago,positivo,1
Yodavia no es 10 y llame y llame,positivo,1
"Que carajo les debo, no les debo nada",positivo,1
Nunca he dejado de pagar,positivo,1
Soy Sandro,positivo,1
Ah Hla no tengo saldo que paso? ,positivo,1
Disculpe que equipos,positivo,1
"El numero 952271263 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Ya lo pagué ayer 3 d agosto y ya lo envié mi baucher a mi analista d TOCACHE,positivo,1
Sobre d q abla este numero m vendio un amigo con todo selular,positivo,1
CON QUIEN HABLO,positivo,1
Que paso,positivo,1
A quien llamo tantos numeros,positivo,1
Buenas tardes,positivo,1
Sres. Por favor voy a depositarles mañana estoy en mi centro de trabajo y no hay manera de depositar hoy gracias,positivo,1
Este sabado lo pagan por favor ,positivo,1
"Disculpe se va a pagar Si, pero mi hermano esta internado x COVID Si....",positivo,1
Que mrd quieren?,positivo,1
Ya pague el 18 de setiembre por favor revise su base de datos,positivo,1
No me dan solucion,positivo,1
cuanto sales,positivo,1
Quien es Efrain aaaa,positivo,1
Si desean mi tranquilidad dejen de estar enviando mensajes 🙄,positivo,1
Ya able con la señorita con suelo mianalista gracias,positivo,1
Quie nes el que manda mensajes yo no debo nada y,positivo,1
Ola kiciera una cuenta para aser un deposito x k esto lejos un favor ,positivo,1
De que este en que agencia llamo y no contestan por que,positivo,1
No jodas por ahora estamos en cuarentena,positivo,1
No molesté q no debo,positivo,1
"Disculpa pero me toca pagar todos los viernes aun no es viernes , el dia viernes pagare mis dos cuotas , gracias .",positivo,1
Tengo el producto  de avon  muchas clientas  estan enfermas  y no recibieron mi producto,positivo,1
Se ñor me puede recargar,positivo,1
Su Dni por favor,positivo,1
A qué se refiere? Yo sigo trabajando con movistar,positivo,1
Justamente estado ayer en derrama llev¿ mis boletas que he cancelado y no debo ni un sol ustedes me deben mucho,positivo,1
Victor manuel jahimoto,positivo,1
De cuanto sera,positivo,1
Nose de q me envian esas amenazas,positivo,1
Un cordial saludo hoy estaré a las 5.40 . Muchas gracias .,positivo,1
Por favor llama a este numero 95246793:-):-)≯∠,positivo,1
No tengo deuda con ustedes ws mi nuevo numero,positivo,1
"El numero 998000560 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Saben q ami no me vengan con ninguno cuota vayan a fregar a sus abuela,positivo,1
Solo les quede 230 soles,positivo,1
Esperenme el viernes les deposito,positivo,1
Dejanme de estar jodiendo por fabor,positivo,1
 Envíame un código para poder pagar,positivo,1
Que deuda mierda..yo no debo a nadies,positivo,1
"Buenas tardes, soy el sr Javier Buitron ya pague mi cuota el día de",positivo,1
Digame,positivo,1
Decos y otro yo lo pague,positivo,1
"Mi préstamo fue congelado, después yo no tengo informacion como es esto",positivo,1
Como no entiendo,positivo,1
Sobre que es amigo,positivo,1
Cual es el cronograma?? No puedo abrir archivo,positivo,1
"El numero 996921695 quiere comunicarse contigo, si deseas llamalo.",positivo,1
"Disculpe que deuda,nunca compre ni vendi nada de Avon.",positivo,1
"El numero 964738442 realizo una llamada, busca comunicarse contigo.",positivo,1
De que número,positivo,1
Vayanse ala mierda no tengo plata para comer y voy a estar dando,positivo,1
Cuando,positivo,1
Que equipos detallar por favor,positivo,1
Deuda a nombré de Quién??? Yo soy Javier Vergara Altez. A qué deuda se refiere???,positivo,1
Buenos dias cuanto es la deuda?,positivo,1
Buenas tardes le escribe la sra luz robles el motivo de no haber ido a pagar es por salud Pero porfavor el dia jueves ire a pagar del dia sabado q paso y,positivo,1
De q financiera es,positivo,1
De k empresa ????,positivo,1
Ya les dije que me llamen a partir de quincena que estoy en esa dir,positivo,1
Ya pague hoy dia,positivo,1
"El numero 959632104 quiere comunicarse contigo, si deseas llamalo.",positivo,1
"Porque envian mensajes, si ya esta todo cancelado, no intente sorprender",positivo,1
No se aburren de joder?,positivo,1
Esto es ACOSO,positivo,1
"El numero 977125924 realizo una llamada, busca comunicarse contigo.",positivo,1
Ya realice el pago vía BCP,positivo,1
"El numero 956050007 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Buenas tardes xf pagaré hasta él 30 de octubre,positivo,1
I eso como es,positivo,1
Con quién quieren comunicarse?,positivo,1
Ya se cancelo,positivo,1
hola buenos días ya está pagado la cuota,positivo,1
Ya se cancelo verifique porfis,positivo,1
Quien es nombre por fsvor,positivo,1
Buenas tardes le escribe la señorita yuliana cruz alvines el dia jueves me estaré acercando al banco azteca a pagar lo de lo deuda,positivo,1
Debora ?,positivo,1
Que raro que siga en mora,positivo,1
Cuales equipos,positivo,1
Estar¿ pagando el dia lunes,positivo,1
No tengo   tiempo... Ahora para ir a pagar ,positivo,1
o¿ que parte de cagado que estoy no entienden? ni las malditos bonus vinieron al rescate para mi pidanle al gobierno mi bono y se lo agarran si y dejen,positivo,1
No molestar por favor ,positivo,1
Estoy juntanda para pagarte esta feo los dias pero si te boy aa pagar,positivo,1
No debo nada no jodan estoy al dia,positivo,1
No tengo deudas jajaja,positivo,1
De quién es este numero porfavor,positivo,1
No estoy en Lima me encuentro en lagunas viviendo,positivo,1
Beneficio??? Wtf,positivo,1
"Buenas tardes, lamentablemente estoy mal con el pie y por este moti",positivo,1
"Estamos sin dinero la pandemia me ha dejado, sin dinero , estoy al borde de irme a campo fe",positivo,1
Y yo no devo nd,positivo,1
Dejen%20ostigarme,positivo,1
No le tengo deudas con ustedes,positivo,1
Por%20fa%20mañana%20estoy%20en%20ica,positivo,1
Mi hermano no hizo mas que 110.00 soles,positivo,1
Y como chucha no comunican para decirme de las reprogramaciones q supuestamente me an echo y yo ni enteredo ,positivo,1
Si me quieren estafar haganlo bien aunque sea,positivo,1
Ya realize el pago,positivo,1
Buenas tarde yo me dirijo ala caja sullana k por motivos de la pandemia kiero k me reprograme mi conograma asta enero para poder cancelar yo rosa Morales,positivo,1
De que es?,positivo,1
"Hola, te quise llamar pero no tengo saldo, llamame 51991529971.",positivo,1
Queeee estan locosss yo no debo a nadie,positivo,1
"Ya pague, verifiquen y no molesten, soy puntual.",positivo,1
Ok cualquier información me comunica buenas noches,positivo,1
"El numero 937493192 quiere comunicarse contigo, si deseas llamalo.",positivo,1
No made tonterias??,positivo,1
"Buenos dias, Quien eres?",positivo,1
Yo q mierda debo,positivo,1
Disculpa yo ya ise la cancelacion de mi deuda en finansa efectiva estoy k llamo y no me contestan,positivo,1
Cuanto cuesta,positivo,1
"Señores tienen que posponer las cuotas para otros meses, es decir alargar mis meses de prestamo",positivo,1
Por favor dejar de mandarme mensaje,positivo,1
Beneficios de que?,positivo,1
Donde pago,positivo,1
Porque me envían estos tipos de mensaje a este numero ??,positivo,1
"Esta cuenta ha sido dado de baja, verifiquen su sistema antes de estar molestando con esta clase de mensajes",positivo,1
Disculpe pero ya pague ,positivo,1
Hola porfavof necesigo comunicarme urgente 984594584 924138602,positivo,1
Buenas tardes que solucion me tienen de la carta que presenté para que me den mi carta de no adeudo,positivo,1
Psra su conocimiento. Ya hice el pago el dia de ayer,positivo,1
"Sres de Sullana , asi como mandan mensajes del pago q uno tiene q hacer seria bueno q revisen si ua pague, he pagado el miércoles por q me hostigan desde lunes",positivo,1
Por esta pandemia no tengo de donde voya pagar,positivo,1
Pago 50 soles al mes por 3 años,positivo,1
Señores por favor deja de molestar el dia de ayer se pago,positivo,1
Hola buen dia mi nombre es freddy bellido mi hmna paga x mi difunto padre q se llamaba Alfredo bellido Ramos ,positivo,1
Agradeceria enviarme el importe de la cuenta pendiente que se ha dejado de cobrar.Por este medioAgradeciendo de antemano.,positivo,1
10 am pasa que mi pago me llegó hoy resien 5.4 dela tarde al banco,positivo,1
20 y la fecha no tengo respuesta debo tomarlo como silencio admini,positivo,1
De que incumplimiento  hablas,positivo,1
Ya pague dejen de molestar ,positivo,1
"La app no funciona, hace meses quiero pagar mis recibos y no carga. Tengo que pagarlos en agentes",positivo,1
Tengo un reclamo,positivo,1
Se informa la imposibilidad de cancelación de la deuda mientras no,positivo,1
Gracias ya pague,positivo,1
Jijijijiji te crees amenazante,positivo,1
Hola buenas tardes quisiera saber si puedo pagar en un kasnet O. Bcp ,positivo,1
Que deuda???,positivo,1
974324359,positivo,1
Acepto asesoria,positivo,1
Por favor puede darme el monto a pagar??,positivo,1
ok,positivo,1
Eso es acoso,positivo,1
Mi vida en Cuarentena con un esposo discapacitado es suficientement,positivo,1
Y apague,positivo,1
"Recien estoy empezando a tratabajar , nose preocupe yo ya me acerco a la ofiicina",positivo,1
Jajajajahaja yo queria pagar esa cantidad hace 3 años a tras ahora no me vengan con sus huevadas,positivo,1
Ya se pago señores,positivo,1
Cuanto es ??,positivo,1
Donde puedo pagar x favor,positivo,1
Devolucion de que????,positivo,1
Ya caramba. Tanto jo????,positivo,1
Quien Mierda es? Dejen de estar enviando comunicaciones carajos.,positivo,1
Supongo que ya habras cortado mi linea de teléfono y de internet que no los necesito.,positivo,1
"El numero 996183020 realizo una llamada, busca comunicarse contigo.",positivo,1
Mayor informacion,positivo,1
Sige fallando el interne por fabor necesito que lo solucionen a i no esta locanales conpletos,positivo,1
Mi compromiso fue para el dia 7/09.,positivo,1
Salir de q,positivo,1
"Mi mamá dejo su celular, pero se llevó Otro El Número es 996994902",positivo,1
Déjenme de mandar estar mkerda qué esa deuda ya se pago hace más de,positivo,1
"No tengo ni para comer, tiene que esperar que mejoren las cosas ",positivo,1
"Se pago el 27.08.20,verifique el procesamiento",positivo,1
"Recojer sus equipos , día sábado 10 de octubre 2020 de 8 a 10 a m",positivo,1
Para que escribe entonces,positivo,1
Justo estoy yéndome a pagar 💪🏻,positivo,1
Colega xf...envieme mi estado de cuenta...para ver qué mes no me descontaron.,positivo,1
Ya pago los viernes dejen de joder carajo,positivo,1
Quie es el payaso,positivo,1
Yo tengo plata para pagar No pagan los que me deben ,positivo,1
Yono debo a nadie,positivo,1
Uds%20se%20llevan%20facil%20nuestro%20dinero%20cobrandos%20altos%20intereses%20por%20préstamos%20que%20hacemos%20,positivo,1
Me pueden esperar hasta el miércoles,positivo,1
Ya pague desde el lunessss,positivo,1
Cual oferto cagadas,positivo,1
"El numero 959849269 realizo una llamada, busca comunicarse contigo.",positivo,1
"Si,voy,apagr,palotro,mes,por,altual,toy,por,el,sur,pes ca,ndo,pota,y,viajon,por,el,5de,octubre",positivo,1
Ya pague sta cuota,positivo,1
Yo pague en agosto,positivo,1
cial a fin coordinar sobre los pagos ...me encuentro en Río Tambo-S,positivo,1
Me quede varada de emergencia disculpen,positivo,1
Ya hice el pago,positivo,1
Por favor este mes me alineo esperar,positivo,1
Muchas Gracias,positivo,1
No habra ningun recojo de equipos,positivo,1
"hola , negociación de que?",positivo,1
Si pago,positivo,1
Yono soy ivana soy maria su hermana y poxfabor nome estes mandando mensaje,positivo,1
Yo no tengo ningun deuda,positivo,1
Bien modelo de la solicitud?,positivo,1
Cual bienes no tengo ni mierda vivo en un hostal embarga el hostal,positivo,1
Figense su sistema y vean que ya me descontaron.,positivo,1
Enviarme monto real,positivo,1
"El numero 966902168 realizo una llamada, busca comunicarse contigo.",positivo,1
Sres ya se envio el vaucher del pago que se realizo a uno de los asesores al wasapp,positivo,1
Ya voy,positivo,1
Asi q xfavor dejen de estar msndadome msj,positivo,1
No tengo trabajo ni bono en cuarentena gracias,positivo,1
Está pagado en el bcp,positivo,1
Yo deseo pagar normal,positivo,1
"Yo no tengo deuda ...porque me viene esos mensajes, no entiendo",positivo,1
El lunes sin falta voy a a pagar por favor recién estoy trabajando por fabor,positivo,1
Yo ya no voy a pagar no cuento con trabajo por el momento y ahora las AFP nos tienen paseando que nos van a devolver lo siento mucho,positivo,1
Sii lo pagare,positivo,1
"A qué carajo se refiere que soy referido solidario, y contesté",positivo,1
Hola señores mi padre esta mal con el covid por favor por el momento no podemos cancelar pero mals adelante SI ibamos a pagar muchas gracias por su comprension,positivo,1
Me mandan este mensaje quiero saber qué banco es no tengo deuda con refinancia,positivo,1
 De q banci es,positivo,1
K carajos no entienden k no debo nada,positivo,1
Lo estoy llamando  para ver sobre el pago,positivo,1
Para que?,positivo,1
"Hola buenas tarde disculpe yo ya pagué el dia viernes, por eso te estuve llamando .",positivo,1
Sra o srta y les dije k. Voi a cancelar el otro pago dentro de 15 dias ahora no tengo ,positivo,1
No debo nada. A aclro,positivo,1
Ya pague por favor me indican cuantas cuotas me faltan gracias,positivo,1
Me dijeron que me llamaba para ayer lunes y no me llamaron,positivo,1
Xfavor dejen de molestar esa deuda lo pago en febrero nomas llamando a la misma central dieron un numero de cuenta,positivo,1
"Q me llamen para entregarselos ,me he mudado",positivo,1
"De confianza,",positivo,1
"Fue una orden del gobierno que no se descuente por motivo de la pandemia y no es mi culpa, lo pagaré en dos partes...",positivo,1
Quién eres?,positivo,1
Por favor no joder,positivo,1
 yo ya cancele y si la van a seguir jodiendo mejor les devuelvo su ,positivo,1
"y sobre su Empresa, que recibo constantes mensajes que me molestan.",positivo,1
Yo soy su hermana ella m dice q la promotora l debe unos productos q hagaro y q l descuent,positivo,1
Sobre qu¿ tema disculpe,positivo,1
Ojala apoyen a los emprendedores  Yo estoy reiniciando el negocio de abarrotes en este tiempo de pandemia se tuvo q  cambiar de giro,positivo,1
Reprogramar  mi   pago  por  salud,positivo,1
Perdoneme,positivo,1
No estamos trabajandonahorita por la.pandemia estamos gastados habifo enfermos,positivo,1
"El numero 998881657 quiere comunicarse contigo, si deseas llamalo.",positivo,1
esta epidemia que nos a malogrado todo los negocios. Espero comprension.,positivo,1
Caya gil anda estafa a otro jajajajaja,positivo,1
Buenas tardes sres. Caja sullana. Sres. Yo tengo la voluntad de pagar mi préstamo pero  Mi situacion economica esta mal no tengo trabajo no tengo contrat,positivo,1
Si no estoy pagando equipo,positivo,1
"Hola Ricardo, Piensas Estafarme?. Los Bancos No Dan Mnsjs Asi Nomas, Manana Ire A Comisaria,. Piensa",positivo,1
"El numero 972698829 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Estoy delicado salud,positivo,1
Buenas tardes a ke se refiere,positivo,1
Y dejen de molestar,positivo,1
Con este numero,positivo,1
Oye concha tu madre porque me llamas de hoy dia es 26 te han contratado para molestar a los clientes,positivo,1
No se de qué equipos a mi nombre me refieren ya q yo no tengo ningú,positivo,1
"El numero 964779987 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Yo.no.te.dedo.y no.moleste,positivo,1
Sres de Accesso en este momento es imposible pagar mi esposa se encuentra con covi 19 y es posible q tenga q guardar cuarentena también ambos vivimos sol,positivo,1
Y no molesten por favor,positivo,1
No revisan su estado de cuenta??? ,positivo,1
"El numero 939389346 quiere comunicarse contigo, si deseas llamalo.",positivo,1
no tengo deuda con este banco,positivo,1
Con quién quieres comunicarte,positivo,1
"El numero 920221161 realizo una llamada, busca comunicarse contigo.",positivo,1
vallan a cobrar al penal a la.señora maria,positivo,1
 Fui a las agencias me comprometi pagar antes de 12 de este mes,positivo,1
Comuniques con ella al,positivo,1
Amigo yo no debo al contrario m deben,positivo,1
Buenas noches mande a mi esposo a pagar pero no le dieron el código,positivo,1
Yo no tengo deuda en tienda f,positivo,1
Si ntp q hoy ire a pagar,positivo,1
"Señores cada vez que me llaman no me responden, quiero darles informacion de esa persona para que dejen de enviar mensaje . Atte Jaime Alva.",positivo,1
Estoy cansada de sus mensajes yo no tengo ninguna deuda,positivo,1
Como no tengo revista,positivo,1
Yo lo iba a pagar pero ahora envies de bajar lo an subido,positivo,1
Dejen%20de%20molestar%20yo%20no%20e%20pedido%20ningun%20crédito%20y%20no%20lo%20deseo%20gracias,positivo,1
Por favor no molestar mi primo se fue a trabajar al estranjero y dejo a su familia.,positivo,1
Dejen de extorcionarme,positivo,1
Ya pagué,positivo,1
engo quien me aga la Comision en parmelo yo entro a trabajar a las 6 .20 a.m y salgo a las 6 .20 P.M,positivo,1
conste que el. carro.solo.lo.tuve un mes.en mi poder,positivo,1
Buen dia por favor revisar nunero en movistar,positivo,1
45904358,positivo,1
itar procedimientos legales de mi parte.,positivo,1
"Sra de Campo Fe, ya pague el dia de ayer mi cuota y se sigue las reiteraciones,ordenence y sean mas eficientes DNI 07851624",positivo,1
No respetan k uno este mal y la enfermedad k tiene y solo saben amenazar los de cobranza,positivo,1
M e me había olvidado que ustedes son dedo para cobrar oiga cortes,positivo,1
Sobre%20no%20deseo%20nda,positivo,1
Por qué no me dan un préstamo de 20 mil soles y alli descontamos,positivo,1
Me dice n para octubre tengo que pagar,positivo,1
No contesta nunca,positivo,1
no me vuelvan a mandar este tipo de mensaje,positivo,1
Ya cancelé cuota el dia 23 de setiembre del 2020,positivo,1
Quien es ?? Disculpe,positivo,1
De donde si estamos mal economicamente,positivo,1
q deusa si yo no devo nada debe aber un herror espesifikese xfavor,positivo,1
tivos de salud no estoy trabajando gracias atte Julia Sánchez,positivo,1
Ya pague gracias pero una consulta si pago las demas cotas pendientes restantes me podrian haser un nuebo prestamo quien me podria orientar gracias,positivo,1
??? De que habla,positivo,1
Pero pague de tres semanas,positivo,1
por favor no molesten,positivo,1
"El numero 982473695 realizo una llamada, busca comunicarse contigo.",positivo,1
"Hola buenas, me estuve contactando con ustedes, Por favor podrían e",positivo,1
????????,positivo,1
Dejen de enviarme msj,positivo,1
Buenos dias. No estoy trabajando por razones de salud.,positivo,1
Buenas tardes no sé si me podrían reprogramar para la semana que vi,positivo,1
Los equipos se quedaron en la casa donde alquilaba yo estoy en provincia,positivo,1
Esta semana voy a cancelar,positivo,1
Yo estoy en provincia ..,positivo,1
Que sigo reportado???,positivo,1
No Jordán mierdas.no les debo,positivo,1
Q colera ya pague,positivo,1
n muy delicados con el coronavirus y a ustedes más les preocupa est,positivo,1
Gracias pero pagué el lunes,positivo,1
Tam ien por favor que me devuelvan 180 soles que abone porfavor que 2 veces he ido al banco y no los han devuelto,positivo,1
Yo no debo a ese banco,positivo,1
Señores yo no tengo ninguna deuda con este banco. Por favor eviten molestias.,positivo,1
Como les vuelvo a repetir yo no quiero reprogramar,positivo,1
Disculpe de que banco es?,positivo,1
Estoy llamando quien es,positivo,1
Como puedo pagar en casnet,positivo,1
D q cuota me dice,positivo,1
Estan lokos yo no tengo deuda con ripley,positivo,1
Ua gracias,positivo,1
953611041. Este numero lo voy a presentar y la carta de no adeudo.,positivo,1
"El numero 959811272 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Me molesta q no actualicen su base de datos y me llamen desde temprano y manden mensajes quiero poner una queja,positivo,1
QUE EQUIPOS,positivo,1
"El numero 984544952 realizo una llamada, busca comunicarse contigo.",positivo,1
Buenas tardes disculpa a qué número llamo para hacer mi consulta,positivo,1
No jodan carajo yo tengo un cronogarma de pago vallanse a la conchadesumadre,positivo,1
Como puedo acceder a eso,positivo,1
Se an equicocado,positivo,1
Ami me kieres engañar,positivo,1
Es x que e tenido una situacion dificil con esta pandemia,positivo,1
Dejen un numero donde llamar,positivo,1
"El numero 981672634 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Don Wilder x fa necesito urgente me perjudica bastante,positivo,1
Estoy llamando y no contestan quien eres,positivo,1
Entiendan xk me an cobrado 1000 soles mas en 4 meses de pandemia,positivo,1
SRTA. BUENS TRDES YO NO DEBO NADA ... ME LLAMA LA ATENCIÓN STE MSJ,positivo,1
"El numero 954546828 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Que cuota?? Dame numero de cuenta para pagarte ,positivo,1
"El numero 991785881 realizo una llamada, busca comunicarse contigo.",positivo,1
Porque tendria que devolver si todo esta pagado,positivo,1
Que cosa no debo y no quiero ese segura ya no entienden,positivo,1
quién es el dueño de este numero y no jodan,positivo,1
Mañana puede venir para cancelarle,positivo,1
Por favor me tienen que esperar que me recupere yo mando lo que tengo,positivo,1
Mucho interés mas del cincuenta x ciento aprovechadores son voy aver para cancelar todo el 10,positivo,1
No debo carajo Cual deuda,positivo,1
Por favor ys me comunique,positivo,1
Yo no les debo Kagadas,positivo,1
Dejen de mandar estos mensajes a este njmero q yo no les debo,positivo,1
"Me saq la Tinka, no requiero",positivo,1
"yo di de baja el servicio porque tenia q salir de viaje por mucho tiempo , ni siquiera me dijeron q tenia q devolver esos equipos , por la misma razon n",positivo,1
Yo%20ya%20epagado,positivo,1
No pagues huevadaa,positivo,1
Arreglen su servicio de banca movil,positivo,1
Xfavor deje de mandar esos msj xk yo no tengo deuda con ese banco gracias,positivo,1
No debo nada a la curacao,positivo,1
De que equipos de baja se refiere ud. Explique con mas detalles.,positivo,1
Buenas tardes . Yo siempre pago mi cuota dias antes. Verifique porfavor. Gracias Dios bendiga.,positivo,1
"El numero 983661993 quiere comunicarse contigo, si deseas llamalo.",positivo,1
disculpe los decodificadores lo vinieron a recoger yo ya no los tengo,positivo,1
Qie recibo ? No debo nada,positivo,1
K no es mañana 19 yo pago de acuerdo al cronograma es mañana o m ekiboco,positivo,1
Ya pague esa deuda,positivo,1
Marcelino Anaya?,positivo,1
Hola!,positivo,1
Cuanto seria,positivo,1
Cancelo,positivo,1
"El numero 988190191 quiere comunicarse contigo, si deseas llamalo.",positivo,1
10:27 se cancelo,positivo,1
¿ Que deuda ?  ,positivo,1
lpa se reconocer mi error. Cuidate buen dia!,positivo,1
Para otra oportunidad,positivo,1
Ya también la cuota de noviembre,positivo,1
"El numero 950490448 quiere comunicarse contigo, si deseas llamalo.",positivo,1
r entiéndeme .,positivo,1
Ya pague el dia lunes,positivo,1
Buenas tardes ya nos acercamos a cancelar pero no estan atendiendo,positivo,1
Buenas tardes ya me comunique con mi asesor que lo pagare el viernes,positivo,1
Ayer cancele,positivo,1
Mañana xfavor,positivo,1
Podria comunicarse conmigo por favor ,positivo,1
Profesor soy angel de miercoles y de jueves no a  llegdo n Mi clase mandame por favor,positivo,1
Que mensaje es este?,positivo,1
Me llamaron q irian,positivo,1
Favor no enviar sms,positivo,1
"Que deuda, si en Cerro de Pasco, no existe Ripley. Mi nombre es Jai",positivo,1
De k me abla disculpe,positivo,1
Yo no les debo mi dni e08990854,positivo,1
"No les voy a pagar, denuncienme",positivo,1
Ya lo pagu? hoy a las 12.00 pm,positivo,1
Disculpe asta q ora atienden para ir a cancelar,positivo,1
Por favor no molesten si su cliente esta al  dia con sus pago,positivo,1
Cuales son las facilidades,positivo,1
De q es ,positivo,1
Hey responde,positivo,1
Espero la Reprogramacio'n de Deuda.,positivo,1
"El numero 944878349 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Ni biem lo tenga abono y le informo,positivo,1
"Así es, gracias",positivo,1
Perdon como puedo pagarsi no trabajo todavia por motivos e salud y lo q encientro es solo para coner y medicina se lo pido.por ser de justicia,positivo,1
este no es número de jimmy... dejen de molestar,positivo,1
Ya pague porfavor no molestar.,positivo,1
Tengan mas cuidado,positivo,1
Si ya he pagado en agosto,positivo,1
Me acercaré a la agencia Huancayo cuando hay transporte interprovin,positivo,1
Cuando vienen,positivo,1
Solo cambie de movistar mi empresa H y J ingenieros contratistas SAC a mi persona Hector Jorge Mercado Perez si desean para llevarse los equipo que dic,positivo,1
stema porque mi numero no pertenece a ningun moroso,positivo,1
Que equipos,positivo,1
Si yo no debo,positivo,1
Plazo hasta mañana ,positivo,1
Y yo no tengo ninguna deuda con el BCP. Casi a diario recibo llamadas del banco ya  por favor yo vivo en Rocafuerte mza 17 lte 03 si lo desean vengan a v,positivo,1
Ese mo es mi monto de facturacion. Corregir porfavor,positivo,1
le espero su llamada,positivo,1
Me puedes indicar tu nombre,positivo,1
Ladron . Apartate satanas,positivo,1
Nunca contestan y de que debo.?,positivo,1
"Ya%20coordine%20con%20mi%20analista,%20pues%20quedamos%20en%20reprogramar%20en%20tres%20meses%20(diciembre%20inicio%20con%20mis%20pagos)%20Gracias",positivo,1
No debo nada no molestar,positivo,1
"El numero 965686713 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Que ya la pagué,positivo,1
Quiero devolverlos,positivo,1
Incompetente yapague,positivo,1
Tu quieres robar mi dinero no tu piensas que no me doy cuenta,positivo,1
Disculpe%20yo%20no%20doy%20ella%20ya%20x%20favor%20,positivo,1
No tengo trabajo soy dibetico de donde diablos te voy a pagar,positivo,1
No tengo plata para pagar los intereses pues durante la emergencia no trabaj¿,positivo,1
Me puede explicar,positivo,1
Ahora estoy trabajando,positivo,1
Esta bien... De aca a 25000 años si... Gracias ,positivo,1
Cuanto es la cuota ,positivo,1
"Soy la Sra. María Elena Vega Paredes, Uds. han venido llamando a mi",positivo,1
Vayanse a la mierda no voy a pagar,positivo,1
ensaje diciendome que mi próxima cuota a pagar será el 15/9,positivo,1
"El numero 937511070 realizo una llamada, busca comunicarse contigo.",positivo,1
Quisiera saber los beneficios por fa,positivo,1
Como dice?,positivo,1
Me llego un mensaje de un crédito pre aprobado por 26mil donde debo comunicarme?,positivo,1
Yo ya pague adelantado 2 meses,positivo,1
Q les pasa x q me mandan msjs..no tengo deuda .con ese banco están,positivo,1
No tengo para pagar ,positivo,1
"El numero 998279916 realizo una llamada, busca comunicarse contigo.",positivo,1
"El numero 966844930 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Carajo estoy emfermo,positivo,1
Buen dia hoy ya pagué gracias,positivo,1
Revisen antes de enviar mensajes. Mas bien voy a dejar de pagar como castigo por no hacer su tarea. Incapaces e ineficientes,positivo,1
Por favor cuato es m cota,positivo,1
"Señorita buenas noches, mi mama a sido internada el dia sabado pasado es por ello q no he podido cumplir con lo acordado x favor pido q me comprenda",positivo,1
Buenas tardes me podra decir de q contrato me hablan? Si yo no hecho ningun contrato con nadie,positivo,1
No me boy a quedar con su plata yo ire a pagar no se preocupe.pero eso si no se si pagare el doce trece o catorce.pero ai estare pagando,positivo,1
Ya pague ayer.,positivo,1
embre mi pago es el 2 a si que no me estén jodiendo que me estresan,positivo,1
Buenas tardes hasta q hora atiende,positivo,1
Que te debo,positivo,1
De q es?,positivo,1
Amigo puedes dejarme de molestar Ami no me jodas yo compré este teléfono,positivo,1
No entiendo perdone,positivo,1
l deposito .,positivo,1
No voy a pagar nada,positivo,1
Y cual es la propuesta,positivo,1
"Los%20equipos%20de%20Movistar%20fueron%20pagados,%20por%20lo%20tanto%20no%20puedo%20devolverlos.",positivo,1
Ok le espero gracias ,positivo,1
Sobre que,positivo,1
"Buenas tardes , mi fecha de pago ya me enviaron, pero cuando con mis documentos?",positivo,1
Hola buenas tardes si mañana cancelo temprano gracias,positivo,1
Hoy no puedo pagar tengo emfermo a mijijo,positivo,1
"El numero 948659188 quiere comunicarse contigo, si deseas llamalo.",positivo,1
"El numero 939711078 quiere comunicarse contigo, si deseas llamalo.",positivo,1
No gracias ahi me envejesco y no acabo de pagar,positivo,1
Dejen de mandarme mensajes,positivo,1
"El numero 973879879 quiere comunicarse contigo, si deseas llamalo.",positivo,1
"El numero 950073437 quiere comunicarse contigo, si deseas llamalo.",positivo,1
"El numero 989063889 realizo una llamada, busca comunicarse contigo.",positivo,1
x favor dejen de molestar xq yo no tengo ningún préstamo en MiBanco.,positivo,1
Buenas esta pescando mañana entra y por ahi estara cancelando ,positivo,1
ESO NO ES MI CUENTA,positivo,1
Ya pague,positivo,1
"El numero 988132807 realizo una llamada, busca comunicarse contigo.",positivo,1
Mi codigo,positivo,1
Señores de efectiva esta bien qué me reprogramaron pero no me avisaron nada cuando llamaba me decian tal dia llamé llamaba i me decian que me van avisar ,positivo,1
No llamen,positivo,1
Mañana voy pagar por favor,positivo,1
"como comprendera nos hemos descapitalizado a raiz de la pandemia,se que derrepente nos les importa lo que pueda decirles pero esa es mi realidad y para c",positivo,1
No trabajo todavia ,positivo,1
No devo,positivo,1
Amigo por favor la placa del carro o nombre de la persona por favor,positivo,1
Ya cancele ahora ,positivo,1
Que cuota si yo cancele,positivo,1
Ya lo pague como hace 2 semanas,positivo,1
El día de ayer,positivo,1
